brand,model,price,rating,os,ram_gb,cpu_brand,cpu_name,cpu_speed_ghz,cpu_gen,cpu_cores,cpu_threads,cpu_p_cores,cpu_e_cores,cpu_lp_e_cores,cpu_family,cpu_series,cpu_model_id,cpu_suffix,storage_gb,storage_type,secondary_storage,gpu_brand,gpu_name,gpu_vram_gb,gpu_type,gpu_series,gpu_model_id,display_size_inch,display_width_px,display_height_px,display_ppi,screen_resolution,is_touchscreen,has_ips_panel,has_retina_display,color,special_features,device_category,ram_type,warranty,weight,rating_review_text,total_processors,execution_units,energy_eff_units,low_power_cores,graphics_integrated,source_file
lenovo,Lenovo ThinkPad E14 21JRS0JH00,48990,64.0,Windows,8.0,AMD,,,,6.0,12.0,,,,Ryzen,Ryzen 5,7530U,U,512.0,,,AMD,,,Integrated,Radeon,Radeon,14.0,1920.0,1200.0,,,,,,,,Business,,1.0,,,,,,,,laptops.csv
hp,HP Victus 15-fa2700TX  Gaming,67990,62.0,Windows,16.0,Intel,,,,8.0,12.0,4.0,4.0,,Core,Core I5,13420H,H,512.0,,,NVIDIA,,6.0,Dedicated,GeForce RTX,RTX 3050,15.0,1920.0,1080.0,,,,,,,,Gaming,,1.0,,,,,,,,laptops.csv
hp,HP Victus 15-fa2703TX Gaming,64490,61.0,Windows,16.0,Intel,,,,8.0,12.0,4.0,4.0,,Core,Core I5,13420H,H,512.0,,,NVIDIA,,4.0,Dedicated,GeForce RTX,RTX 2050,15.0,1920.0,1080.0,,,,,,,,Gaming,,1.0,,,,,,,,laptops.csv
hp,HP 15-fd0492TU,56900,55.0,Windows,16.0,Intel,,,,10.0,12.0,2.0,8.0,,Core,Core I5,1334U,U,512.0,,,Intel,,,Integrated,Iris Xe,Iris Xe Graphics,15.0,1920.0,1080.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
asus,Asus Vivobook S 14 OLED 2025 S5406SA-QD094WS,99990,65.0,Windows,16.0,Intel,,,,8.0,8.0,4.0,,4.0,Core Ultra,Core Ultra 7,256V,V,512.0,,,Intel,,,Integrated,Arc,Arc Graphics,14.0,1920.0,1200.0,,,,,,,,Thin & Light,,1.0,,,,,,,,laptops.csv
asus,Asus Vivobook S 14 OLED 2025 S5406SA-QD098WS,84990,59.0,Windows,16.0,Intel,,,,8.0,8.0,4.0,,4.0,Core Ultra,Core Ultra 5,226V,V,512.0,,,Intel,,,Integrated,Arc,Arc Graphics,14.0,1920.0,1200.0,,,,,,,,Thin & Light,,1.0,,,,,,,,laptops.csv
asus,Asus Vivobook 14 2025 X1407CA-LY102WS,66990,65.0,Windows,16.0,Intel,,,,14.0,14.0,4.0,8.0,2.0,Core Ultra,Core Ultra 5,225H,H,512.0,,,Intel,,,Integrated,Arc,Arc Graphics,14.0,1920.0,1200.0,,,,,,,,Thin & Light,,1.0,,,,,,,,laptops.csv
asus,Asus Gaming V16 2025 V3607VU-RP550WS,77890,62.0,Windows,16.0,Intel,,,,8.0,12.0,4.0,4.0,,Core,Core 5,210H,H,512.0,,,NVIDIA,,6.0,Dedicated,GeForce RTX,RTX 4050,16.0,1920.0,1200.0,,,,,,,,Gaming,,1.0,,,,,,,,laptops.csv
asus,Asus Vivobook 14 Flip TP3407SA-QL025WS,101990,66.0,Windows,16.0,Intel,,,,8.0,8.0,4.0,,4.0,Core Ultra,Core Ultra 7,256V,V,512.0,,,Intel,,,Integrated,Arc,Arc Graphics,14.0,1920.0,1200.0,,,,,,,,Convertible,,1.0,,,,,,,,laptops.csv
asus,Asus Zenbook Duo OLED 2025 UX8406CA-PZ106WS,244980,84.0,Windows,32.0,Intel,,,,16.0,16.0,6.0,8.0,2.0,Core Ultra,Core Ultra 9,285H,H,1024.0,,,Intel,,,Integrated,Arc,Arc Graphics,14.0,2880.0,1800.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
asus,Asus Gaming V16 V3607VU-RP275WS,86990,63.0,Windows,16.0,Intel,,,,10.0,16.0,6.0,4.0,,Core,Core 7,240H,H,512.0,,,NVIDIA,,6.0,Dedicated,GeForce RTX,RTX 4050,16.0,1920.0,1200.0,,,,,,,,Gaming,,1.0,,,,,,,,laptops.csv
asus,Asus Zenbook 14 OLED 2025 UX3405CA-PZ348WS,117990,79.0,Windows,32.0,Intel,,,,16.0,16.0,6.0,8.0,2.0,Core Ultra,Core Ultra 7,255H,H,1024.0,,,Intel,,,Integrated,Arc,Arc Graphics,14.0,2880.0,1800.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
asus,Asus Vivobook 16 2025 X1607CA-MB142WS,69990,64.0,Windows,16.0,Intel,,,,14.0,14.0,4.0,8.0,2.0,Core Ultra,Core Ultra 5,225H,H,512.0,,,Intel,,,Integrated,Integrated Graphics,Integrated Graphics,16.0,1920.0,1200.0,,,,,,,,Thin & Light,,1.0,,,,,,,,laptops.csv
asus,Asus Zenbook 14 OLED 2025 UX3405CA-PZ162WS,93749,72.0,Windows,16.0,Intel,,,,14.0,14.0,4.0,8.0,2.0,Core Ultra,Core Ultra 5,225H,H,1024.0,,,Intel,,,Integrated,Arc,Arc Graphics,14.0,2880.0,1800.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
asus,Asus Zenbook 14 OLED 2025 UX3405CA-PZ164WS,126990,81.0,Windows,32.0,Intel,,,,16.0,16.0,6.0,8.0,2.0,Core Ultra,Core Ultra 9,285H,H,1024.0,,,Intel,,,Integrated,Arc,Arc Graphics,14.0,2880.0,1800.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
asus,Asus Zenbook 14 OLED 2025 UX3405CA-PZ163WS,117990,79.0,Windows,32.0,Intel,,,,16.0,16.0,6.0,8.0,2.0,Core Ultra,Core Ultra 7,255H,H,1024.0,,,Intel,,,Integrated,Arc,Arc Graphics,14.0,2880.0,1800.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
hp,HP 255 G10 (7520UU / 8GB / 512GB / Radeon / Windows),31981,50.0,Windows,8.0,AMD,,,,4.0,8.0,,,,Ryzen,Ryzen 5,7520U,U,512.0,,,AMD,,,Integrated,Radeon,Radeon,15.0,1366.0,768.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
asus,Asus Vivobook 16 X1605VA-MB9946WS,67999,64.0,Windows,16.0,Intel,,,,14.0,20.0,6.0,8.0,,Core,Core I9,13900H,H,512.0,,,Intel,,,Integrated,Iris Xe,Iris Xe Graphics,16.0,1920.0,1200.0,,,,,,,,Thin & Light,,1.0,,,,,,,,laptops.csv
asus,Asus Vivobook Go 15 E510KA-EJ9011WS,24990,43.0,Windows,8.0,Intel,,,,2.0,2.0,,,,Celeron,Celeron,N4500,,512.0,,,Intel,,,Integrated,HD,HD Graphics,15.0,1920.0,1080.0,,,,,,,,Thin & Light,,1.0,,,,,,,,laptops.csv
dell,Dell Inspiron 15 3535,41994,52.0,Windows,16.0,AMD,,,,6.0,12.0,,,,Ryzen,Ryzen 5,7530U,U,512.0,,,AMD,,,Integrated,Radeon,Radeon,15.0,1920.0,1080.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
hp,HP ‎15-fd0465TU,35800,53.0,Windows,8.0,Intel,,,,6.0,8.0,2.0,4.0,,Core,Core I3,1315U,U,512.0,,,Intel,,,Integrated,UHD,UHD Graphics,15.0,1920.0,1080.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
hp,HP ‎15-fd0467TU,51900,57.0,Windows,16.0,Intel,,,,10.0,12.0,2.0,8.0,,Core,Core I5,1334U,U,512.0,,,Intel,,,Integrated,Iris Xe,Iris Xe Graphics,15.0,1920.0,1080.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
hp,HP Victus 15-fb3025AX Gaming,101495,77.0,Windows,16.0,AMD,,,,8.0,16.0,,,,Ryzen,Ryzen 9,8945HS,HS,1024.0,,,NVIDIA,,8.0,Dedicated,GeForce RTX,RTX 4060,15.0,1920.0,1080.0,,,,,,,,Gaming,,1.0,,,,,,,,laptops.csv
asus,Asus Vivobook 14 Flip TP3407SA-QL024WS,84990,60.0,Windows,16.0,Intel,,,,8.0,8.0,4.0,,4.0,Core Ultra,Core Ultra 5,226V,V,512.0,,,Intel,,,Integrated,Arc,Arc Graphics,14.0,1920.0,1200.0,,,,,,,,Convertible,,1.0,,,,,,,,laptops.csv
asus,Asus Vivobook 15 X1502VA-BQ836WS,53990,52.0,Windows,16.0,Intel,,,,8.0,12.0,4.0,4.0,,Core,Core I5,13420H,H,512.0,,,Intel,,,Integrated,Iris Xe,Iris Xe Graphics,15.0,1920.0,1080.0,,,,,,,,Thin & Light,,1.0,,,,,,,,laptops.csv
lenovo,Lenovo IdeaPad 5 14IRH9 83KX0059IN,73490,55.0,Windows,16.0,Intel,,,,8.0,12.0,4.0,4.0,,Core,Core I5,13420H,H,512.0,,,Intel,,,Integrated,UHD,UHD Graphics,14.0,1920.0,1200.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
hp,HP Victus FA1198TX Gaming,72990,63.0,Windows,16.0,Intel,,,,8.0,12.0,4.0,4.0,,Core,Core I5,13420H,H,512.0,,,NVIDIA,,6.0,Dedicated,GeForce RTX,RTX 3050,15.0,1920.0,1080.0,,,,,,,,Gaming,,1.0,,,,,,,,laptops.csv
lenovo,Lenovo IdeaPad Slim 3 15AMN8 82XQ00MCIN,34490,53.0,Windows,8.0,AMD,,,,4.0,8.0,,,,Ryzen,Ryzen 3,7320U,U,512.0,,,AMD,,,Integrated,Radeon,Radeon,15.0,1920.0,1080.0,,,,,,,,Thin & Light,,1.0,,,,,,,,laptops.csv
lenovo,Lenovo IdeaPad 5 14IRH9 83KX0058IN,73490,55.0,Windows,16.0,Intel,,,,8.0,12.0,4.0,4.0,,Core,Core I5,13420H,H,512.0,,,Intel,,,Integrated,UHD,UHD Graphics,14.0,1920.0,1200.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
acer,Acer Aspire 3 A311-45 UN.354SI.004,17990,42.0,Windows,8.0,Intel,,,,2.0,2.0,,,,Celeron,Celeron,N4500,,256.0,,,Intel,,,Integrated,UHD,UHD Graphics,11.0,1366.0,768.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
acer,Acer Aspire 3 A311-45 UN.354SI.002,22899,43.0,Windows,8.0,Intel,,,,2.0,2.0,,,,Celeron,Celeron,N4500,,512.0,,,Intel,,,Integrated,UHD,UHD Graphics,11.0,1366.0,768.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
acer,Acer Aspire 3 A311-45 UN.354SI.006,15990,41.0,Windows,8.0,Intel,,,,2.0,2.0,,,,Celeron,Celeron,N4500,,128.0,,,Intel,,,Integrated,UHD,UHD Graphics,11.0,1366.0,768.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
lenovo,Lenovo IdeaPad Slim 3 15IAH8 83ER00KRIN,45750,57.0,Windows,16.0,Intel,,,,8.0,12.0,4.0,4.0,,Core,Core I5,12450H,H,512.0,,,Intel,,,Integrated,UHD,UHD Graphics,15.0,1920.0,1080.0,,,,,,,,Thin & Light,,1.0,,,,,,,,laptops.csv
acer,Acer TravelMate TMP214-54,60990,62.0,Windows,16.0,Intel,,,,10.0,12.0,2.0,8.0,,Core,Core I7,1255U,U,512.0,,,Intel,,,Integrated,Iris Xe,Iris Xe Graphics,14.0,1920.0,1080.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
dell,Dell Latitude 15 3540,35190,45.0,Windows,8.0,Intel,,,,6.0,8.0,2.0,4.0,,Core,Core I3,1215U,U,512.0,,,Intel,,,Integrated,Integrated Graphics,Integrated Graphics,15.0,1366.0,768.0,,,,,,,,Business,,1.0,,,,,,,,laptops.csv
acer,Acer 15 Aspire Lite AL15-52H,48999,57.0,Windows,16.0,Intel,,,,8.0,12.0,4.0,4.0,,Core,Core I5,12450H,H,1024.0,,,Intel,,,Integrated,UHD,UHD Graphics,15.0,1920.0,1080.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
lenovo,Lenovo ThinkPad T15g 20YSS01J00,122000,63.0,Windows,16.0,Intel,,,,8.0,16.0,8.0,0.0,0.0,Core,Core I9,11950H,H,512.0,,,NVIDIA,,8.0,Dedicated,GeForce RTX,RTX 3070,15.0,1920.0,1080.0,,,,,,,,Business,,1.0,,,,,,,,laptops.csv
lenovo,Lenovo IdeaPad 1 15ALC7 82R4010DIN,39000,60.0,Windows,16.0,AMD,,,,6.0,12.0,,,,Ryzen,Ryzen 5,5625U,U,512.0,,,AMD,,,Integrated,Radeon,Radeon,15.0,1920.0,1080.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
lenovo,Lenovo IdeaPad Slim 1 ‎15IGL7 82V700KHIN,26890,47.0,Windows,8.0,Intel,,,,2.0,2.0,,,,Celeron,Celeron,N4020,,512.0,,,Intel,,,Integrated,UHD,UHD Graphics,15.0,1366.0,768.0,,,,,,,,Thin & Light,,1.0,,,,,,,,laptops.csv
acer,Acer 15 TravelMate TMP215-53 Business,38719,59.0,Windows,16.0,Intel,,,,2.0,4.0,,,,Core,Core I3,1115G4,,512.0,,,Intel,,,Integrated,Integrated Graphics,Integrated Graphics,15.0,1920.0,1080.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
acer,Acer TravelMate TMP215-53 Business,39990,57.0,Windows,16.0,Intel,,,,2.0,4.0,,,,Core,Core I3,1115G4,,256.0,,,Intel,,,Integrated,Integrated Graphics,Integrated Graphics,15.0,1920.0,1080.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
lenovo,Lenovo IdeaPad Slim 3 15IAH8 83ER00KPIN,47000,56.0,Windows,16.0,Intel,,,,8.0,12.0,4.0,4.0,,Core,Core I5,12450H,H,512.0,,,Intel,,,Integrated,Iris Xe,Iris Xe Graphics,15.0,1920.0,1080.0,,,,,,,,Thin & Light,,1.0,,,,,,,,laptops.csv
lenovo,Lenovo IdeaPad Slim 5 83DC008VIN,86990,54.0,Windows,16.0,Intel,,,,16.0,22.0,6.0,8.0,2.0,Core Ultra,Core Ultra 7,155H,H,1024.0,,,Intel,,,Integrated,Arc,Arc Graphics,16.0,1920.0,1200.0,,,,,,,,Thin & Light,,1.0,,,,,,,,laptops.csv
msi,MSI Prestige 13 AI Plus Evo A2VMG-023IN,119990,71.0,Windows,32.0,Intel,,,,8.0,8.0,4.0,4.0,,Core Ultra,Core Ultra 7,258V,V,1024.0,,,Intel,,,Integrated,Arc,Arc Graphics,13.0,2880.0,1800.0,,,,,,,,General,,2.0,,,,,,,,laptops.csv
msi,MSI Thin 15 B12UC-2240IN Gaming,63495,70.0,Windows,16.0,Intel,,,,10.0,16.0,6.0,4.0,,Core,Core I7,12650H,H,512.0,,,NVIDIA,,4.0,Dedicated,GeForce RTX,RTX 3050,15.0,1920.0,1080.0,,,,,,,,Gaming,,2.0,,,,,,,,laptops.csv
asus,Asus Zenbook 14 OLED UX3405MA-PP555WS,89999,63.0,Windows,16.0,Intel,,,,14.0,18.0,4.0,8.0,2.0,Core Ultra,Core Ultra 5,125H,H,1024.0,,,Intel,,,Integrated,Arc,Arc Graphics,14.0,2880.0,1800.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
msi,MSI Thin 15 B12UC-2242IN Gaming,60990,65.0,Windows,16.0,Intel,,,,10.0,16.0,6.0,4.0,,Core,Core I7,12650H,H,512.0,,,NVIDIA,,4.0,Dedicated,GeForce RTX,RTX 2050,15.0,1920.0,1080.0,,,,,,,,Gaming,,2.0,,,,,,,,laptops.csv
asus,Asus ROG Strix SCAR 16 (2025) G635LX-RW158WS Gaming,424990,98.0,Windows,32.0,Intel,,,,24.0,24.0,8.0,16.0,,Core Ultra,Core Ultra 9,275HX,HX,2048.0,,,NVIDIA,,24.0,Dedicated,GeForce RTX,RTX 5090,16.0,2560.0,1600.0,,,,,,,,Gaming,,1.0,,,,,,,,laptops.csv
dell,Dell Vostro 3440,53490,57.0,Windows,8.0,Intel,,,,10.0,12.0,2.0,8.0,,Core,Core I5,1334U,U,512.0,,,Intel,,,Integrated,Integrated Graphics,Integrated Graphics,14.0,1920.0,1080.0,,,,,,,,Business,,1.0,,,,,,,,laptops.csv
dell,Dell Latitude 14 3440,58990,48.0,Windows,8.0,Intel,,,,10.0,12.0,2.0,8.0,,Core,Core I5,1235U,U,512.0,,,Intel,,,Integrated,Integrated Graphics,Integrated Graphics,14.0,1366.0,768.0,,,,,,,,Business,,1.0,,,,,,,,laptops.csv
lenovo,Lenovo Yoga Pro 7 83HN0027IN AI,128900,62.0,Windows,32.0,AMD,,,,10.0,20.0,4.0,6.0,,Ryzen,Ryzen Ai 9,365,,1024.0,,,AMD,,,Integrated,Radeon,Radeon,14.0,2880.0,1800.0,,,,,,,,Convertible,,1.0,,,,,,,,laptops.csv
lenovo,Lenovo IdeaPad Slim 3 83EM00H0IN,54570,55.0,Windows,16.0,Intel,,,,8.0,12.0,4.0,4.0,,Core,Core I5,13420H,H,512.0,,,Intel,,,Integrated,UHD,UHD Graphics,15.0,1920.0,1080.0,,,,,,,,Thin & Light,,1.0,,,,,,,,laptops.csv
acer,Acer Aspire Lite AL15-53 (1334UU / 16GB / 512GB / UHD Graphics / Windows),43290,56.0,Windows,16.0,Intel,,,,10.0,12.0,2.0,8.0,,Core,Core I5,1334U,U,512.0,,,Intel,,,Integrated,UHD,UHD Graphics,15.0,1920.0,1080.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
lenovo,Lenovo LOQ ‎15IRX9 83DV00XCIN Gaming,78700,66.0,Windows,16.0,Intel,,,,10.0,16.0,6.0,4.0,,Core,Core I5,13450HX,HX,512.0,,,NVIDIA,,6.0,Dedicated,GeForce RTX,RTX 3050,15.0,1920.0,1080.0,,,,,,,,Gaming,,1.0,,,,,,,,laptops.csv
msi,MSI Thin 15 B12UC-2239IN Gaming,72990,60.0,Windows,16.0,Intel,,,,10.0,16.0,6.0,4.0,,Core,Core I7,12650H,H,1024.0,,,NVIDIA,,4.0,Dedicated,GeForce RTX,RTX 3050,15.0,1920.0,1080.0,,,,,,,,Gaming,,2.0,,,,,,,,laptops.csv
hp,HP 255 G10 B15J0PT,33151,45.0,DOS,8.0,AMD,,,,4.0,8.0,,,,Ryzen,Ryzen 5,7520U,U,512.0,,,AMD,,,Integrated,Radeon,Radeon,15.0,1366.0,768.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
dell,Dell 15 Latitude 3540 (1215UU / 8GB / 512GB / Integrated Graphics / Ubuntu),35190,43.0,Ubuntu,8.0,Intel,,,,6.0,8.0,2.0,4.0,,Core,Core I3,1215U,U,512.0,,,Intel,,,Integrated,Integrated Graphics,Integrated Graphics,15.0,1366.0,768.0,,,,,,,,Business,,1.0,,,,,,,,laptops.csv
hp,HP ZBook Firefly 16 G11 A1VX6PT,143999,72.0,Windows,16.0,Intel,,,,16.0,22.0,6.0,8.0,2.0,Core Ultra,Core Ultra 7,155H,H,1024.0,,,NVIDIA,,4.0,Dedicated,GeForce RTX,RTX A500,16.0,1920.0,1200.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
dell,Dell Latitude 3450 (1335UU / 16GB / 512GB / Integrated Graphics / Windows),65900,48.0,Windows,16.0,Intel,,,,10.0,12.0,2.0,8.0,0.0,Core,Core I5,1335U,U,512.0,,,Intel,,,Integrated,Integrated Graphics,Integrated Graphics,14.0,1920.0,1080.0,,,,,,,,Business,,1.0,,,,,,,,laptops.csv
hp,HP EliteBook 840 G10,101990,52.0,Windows,16.0,Intel,,,,10.0,12.0,2.0,8.0,,Core,Core I5,1335U,U,512.0,,,Intel,,,Integrated,Iris Xe,Iris Xe Graphics,15.0,1920.0,1200.0,,,,,,,,Business,,1.0,,,,,,,,laptops.csv
dell,Dell 9350 XPS 13,180490,66.0,Windows,16.0,Intel,,,,8.0,8.0,4.0,4.0,,Core Ultra,Core Ultra 7,256V,V,512.0,,,Intel,,,Integrated,Arc,Arc Graphics,13.0,2880.0,1800.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
hp,HP OmniBook Ultra Flip Next Gen AI 14-fh0026TU,168569,71.0,Windows,16.0,Intel,,,,8.0,8.0,4.0,4.0,,Core Ultra,Core Ultra 7,258V,V,1024.0,,,Intel,,,Integrated,Arc,Arc Graphics,14.0,2880.0,1800.0,,,,,,,,Convertible,,1.0,,,,,,,,laptops.csv
hp,HP OmniBook Ultra Flip Next Gen AI 14-fh0029TU,191925,74.0,Windows,32.0,Intel,,,,8.0,8.0,4.0,4.0,,Core Ultra,Core Ultra 7,258V,V,1024.0,,,Intel,,,Integrated,Arc,Arc Graphics,14.0,2880.0,1800.0,,,,,,,,Convertible,,1.0,,,,,,,,laptops.csv
hp,HP ZBook Firefly 14 G11 A1VL0PT,131999,73.0,Windows,16.0,Intel,,,,16.0,22.0,6.0,8.0,2.0,Core Ultra,Core Ultra 7,155H,H,1024.0,,,NVIDIA,,4.0,Dedicated,GeForce RTX,RTX A500,14.0,1920.0,1200.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
lenovo,Lenovo Yoga Slim 7i Aura Edition (Intel Core Ultra 7 258V/ 32GB/ 1TB/ Win11),147750,73.0,Windows,32.0,Intel,,,,8.0,8.0,4.0,4.0,,Core Ultra,Core Ultra 7,258V,V,1024.0,,,Intel,,,Integrated,Arc,Arc Graphics,15.0,2880.0,1800.0,,,,,,,,Convertible,,1.0,,,,,,,,laptops.csv
dell,Dell Latitude 3440 (1355UU / 8GB / 512GB / Integrated Graphics / Windows),87511,46.0,Windows,8.0,Intel,,,,10.0,12.0,2.0,8.0,,Core,Core I7,1355U,U,512.0,,,Intel,,,Integrated,Integrated Graphics,Integrated Graphics,14.0,1920.0,1080.0,,,,,,,,Business,,1.0,,,,,,,,laptops.csv
hp,HP 255 G10 B1FW9PT,27891,48.0,Windows,8.0,AMD,,,,4.0,8.0,,,,Ryzen,Ryzen 3,7320U,U,512.0,,,AMD,,,Integrated,Radeon,Radeon,15.0,1366.0,768.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
hp,HP ProBook 440 G9 821P0PA,74990,59.0,DOS,16.0,Intel,,,,10.0,12.0,2.0,8.0,,Core,Core I5,1235U,U,512.0,,,Intel,,,Integrated,Iris Xe,Iris Xe Graphics,14.0,1920.0,1080.0,,,,,,,,Business,,1.0,,,,,,,,laptops.csv
acer,Acer AL15-41 Aspire Lite 15,33490,54.0,Windows,8.0,AMD,,,,6.0,12.0,,,,Ryzen,Ryzen 5,5625U,U,512.0,,,AMD,,,Integrated,Radeon,Radeon,15.0,1920.0,1080.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
dell,Dell XPS 13 9350,210990,72.0,Windows,32.0,Intel,,,,8.0,8.0,4.0,4.0,,Core Ultra,Core Ultra 7,258V,V,1024.0,,,Intel,,,Integrated,Arc,Arc Graphics,13.0,2880.0,1800.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
dell,Dell Latitude 3420 GD723ZG84,55990,44.0,Ubuntu,16.0,Intel,,,,4.0,8.0,4.0,0.0,0.0,Core,Core I5,1135G7,G7,512.0,,,Intel,,,Integrated,Integrated Graphics,Integrated Graphics,14.0,1920.0,1080.0,,,,,,,,Business,,3.0,,,,,,,,laptops.csv
hp,HP 240R G9 (1315UU / 16GB / 512GB / Integrated Graphics / Windows),36900,48.0,Windows,16.0,Intel,,,,6.0,8.0,2.0,4.0,,Core,Core I3,1315U,U,512.0,,,Intel,,,Integrated,Integrated Graphics,Integrated Graphics,14.0,1366.0,720.0,,,,,,,,Business,,1.0,,,,,,,,laptops.csv
hp,HP 245 G10,29249,50.0,Windows,8.0,AMD,,,,6.0,12.0,,,,Ryzen,Ryzen 5,7530U,U,512.0,,,AMD,,,Integrated,Radeon,Radeon,14.0,1366.0,768.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
hp,HP 250R G9 B10MTAT,33990,52.0,DOS,8.0,Intel,,,,6.0,8.0,2.0,4.0,,Core,Core I3,1315U,U,512.0,,,Intel,,,Integrated,UHD,UHD Graphics,15.0,1366.0,768.0,,,,,,,,Business,,1.0,,,,,,,,laptops.csv
dell,Dell 14 Latitude 3440 (1235UU / 16GB / 512GB / Integrated Graphics / Windows),64499,51.0,Windows,16.0,Intel,,,,10.0,12.0,2.0,8.0,,Core,Core I5,1235U,U,512.0,,,Intel,,,Integrated,Integrated Graphics,Integrated Graphics,14.0,1366.0,768.0,,,,,,,,Business,,1.0,,,,,,,,laptops.csv
lenovo,Lenovo IdeaPad Slim 3 83EL003PIN,59490,54.0,Windows,16.0,Intel,,,,8.0,12.0,4.0,4.0,,Core,Core I5,13420H,H,512.0,,,Intel,,,Integrated,UHD,UHD Graphics,15.0,1920.0,1080.0,,,,,,,,Thin & Light,,1.0,,,,,,,,laptops.csv
dell,Dell 14 Inspiron 5440 (1334UU / 16GB / 1024GB / Integrated Graphics / Windows),70800,51.0,Windows,16.0,Intel,,,,10.0,12.0,2.0,8.0,,Core,Core I5,1334U,U,1024.0,,,Intel,,,Integrated,Integrated Graphics,Integrated Graphics,14.0,1920.0,1200.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
hp,HP Omen 16-wf1171TX Gaming,114206,78.0,Windows,16.0,Intel,,,,16.0,24.0,8.0,8.0,,Core,Core I7,14650HX,HX,1024.0,,,NVIDIA,,6.0,Dedicated,GeForce RTX,RTX 4050,16.0,1920.0,1080.0,,,,,,,,Gaming,,1.0,,,,,,,,laptops.csv
hp,HP Victus 16-wf1150TX Gaming,135990,79.0,Windows,16.0,Intel,,,,16.0,24.0,8.0,8.0,,Core,Core I7,14650HX,HX,1024.0,,,NVIDIA,,8.0,Dedicated,GeForce RTX,RTX 4060,16.0,1920.0,1080.0,,,,,,,,Gaming,,1.0,,,,,,,,laptops.csv
dell,Dell 14 Inspiron 5441,91490,43.0,Windows,16.0,Snapdragon,,,,10.0,10.0,,,,Snapdragon,Snapdragon X,Plus X1P-64-100,,512.0,,,Qualcomm,,,Integrated,Adreno,Adreno GPU,14.0,1920.0,1200.0,,,,,,,,Thin & Light,,1.0,,,,,,,,laptops.csv
dell,Dell 15 Latitude 3540 (1215UU / 16GB / 512GB / Integrated Graphics / Windows),37990,47.0,Windows,16.0,Intel,,,,6.0,8.0,2.0,4.0,,Core,Core I3,1215U,U,512.0,,,Intel,,,Integrated,Integrated Graphics,Integrated Graphics,15.0,1366.0,768.0,,,,,,,,Business,,1.0,,,,,,,,laptops.csv
acer,Acer Nitro V ANV15-41 NH.QPFSI.006 Gaming,61490,62.0,Windows,16.0,AMD,,,,6.0,12.0,,,,Ryzen,Ryzen 5,6600H,H,512.0,,,NVIDIA,,6.0,Dedicated,GeForce RTX,RTX 3050,16.0,1920.0,1080.0,,,,,,,,Gaming,,1.0,,,,,,,,laptops.csv
dell,Dell Latitude 3440 (1215UU / 8GB / 512GB / Integrated Graphics / Windows),38511,43.0,Windows,8.0,Intel,,,,6.0,8.0,2.0,4.0,,Core,Core I3,1215U,U,512.0,,,Intel,,,Integrated,Integrated Graphics,Integrated Graphics,14.0,1366.0,768.0,,,,,,,,Business,,1.0,,,,,,,,laptops.csv
dell,Dell Latitude 3440 2024,45800,46.0,Windows,16.0,Intel,,,,6.0,8.0,2.0,4.0,,Core,Core I3,1215U,U,512.0,,,Intel,,,Integrated,Integrated Graphics,Integrated Graphics,14.0,1366.0,768.0,,,,,,,,Business,,1.0,,,,,,,,laptops.csv
acer,Acer Aspire 3 A324-53 UN.34RSI.004,42990,52.0,Windows,16.0,Intel,,,,10.0,12.0,2.0,8.0,,Core,Core I5,1334U,U,512.0,,,Intel,,,Integrated,UHD,UHD Graphics,14.0,1920.0,1080.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
